Account ID,Org Name,Network ID,W-EH5 Type of resource consent,W-EH5 Comments,W-EH6 Resource consent reference number,W-EH7 Resource consent expiry date,W-EH7 Comments,W-EH7 Currently operating under this consent?,W-EH8 Consent status,W-EH8 Comments,W-EH5 to W-EH8 Data confidence
ACC-00001216,Watercare,WWN-00390,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Discharge to water,,REG-67901 / DIS60050020,2052-03-30 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Discharge to air,,REG-67908 / DIS60050273,2042-03-21 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Discharge to water,,REG-67909 / DIS60069253-B / DIS60069253-C,2025-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Coastal permit,,REG-67911,2052-03-21 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Coastal permit,,REG-67916,2056-01-07 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00390,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00391,Coastal permit,,DIS60334129,2027-06-15 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00391,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00391,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00391,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00392,Discharge to water,,907537a / CST60263133,2099-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00392,Coastal permit,,COA-63609 / CST60047515 / DIS60047572,2049-06-17 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00392,Discharge to air,,DIS60348418,2054-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00392,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00392,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00392,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00393,Discharge to water,,DIS60050164 / DIS603386349 / DIS60439793,2025-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00393,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00393,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00393,Discharge to air,,REG-67903 / DIS60386547 / DIS60439899,2025-12-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00393,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00394,Discharge to water,,DIS60068492,2052-11-27 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00394,Discharge to air,,DIS60068494,2052-11-27 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00394,Other (Please identify in the comments section),Dam,R/LUC/2016/5031 / WAT60065830,2049-05-31 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00394,Discharge to land,,R/REG/2013/3763 / DIS60083293,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00394,Coastal permit,,R/REG/2013/3764  /  CST60083186,2049-05-06 00:00:00,,Yes,Active,,
ACC-00001216,Watercare,WWN-00394,Other (Please identify in the comments section),Vegetation,TRE60318741,2039-01-08 00:00:00,,Yes,Active,,
ACC-00008546,Wellington Water Ltd.,WGN020236/22098,Coastal permit,,WGN020236/22098,2037-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN050359/24539,Coastal permit,,WGN050359/24539,2031-08-25 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN060283/25227,Coastal permit,,WGN060283/25227,2035-07-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN060283/25230,Discharge to air,,WGN060283/25230,2035-07-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN060283/35255,Coastal permit,,WGN060283/35255,2035-07-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN060283/35674,Discharge to water,,WGN060283/35674,2023-12-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN060283/35675,Discharge to water,,WGN060283/35675,2023-12-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN070230/26015,Discharge to air,,WGN070230/26015,2026-06-14 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN070230/34284,Discharge to air,,WGN070230/34284,2026-06-14 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN070230/35862,Discharge to land,,WGN070230/35862,2026-06-14 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN080003/1471,Discharge to air,,WGN080003/1471,2033-01-08 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN080003/26182,Coastal permit,,WGN080003/26182,2034-05-11 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN080003/26183,Discharge to air,,WGN080003/26183,2034-05-11 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN080003/35047,Coastal permit,,WGN080003/35047,2034-05-11 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN120142/31740,Coastal permit,,WGN120142/31740,2031-08-25 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN120142/33406,Discharge to water,,WGN120142/33406,2018-02-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN120142/33407,Coastal permit,,WGN120142/33407,2031-08-25 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN120142/33408,Discharge to water,,WGN120142/33408,2018-02-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN160340/34178&34179,Coastal permit,,WGN160340/34178&34179,2023-12-31 00:00:00,,Yes,Expired,Granted post June 2025,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN200229/36727,Discharge to air,,WGN200229/36727,2041-07-12 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN200229/36816,Coastal permit,,WGN200229/36816,2041-07-12 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN930193 (1),Discharge to air,,WGN930193 (1),2029-01-17 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN930193 (2),Discharge to air,,WGN930193 (2),2029-01-17 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN930194,Coastal permit,,WGN930194,2029-01-13 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN950162 (01),Discharge to air,,WGN950162 (01),2031-12-05 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WGN980083 (03),Coastal permit,,WGN980083 (03),2034-06-28 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008546,Wellington Water Ltd.,WWN-00395,Coastal permit,,WGN080003/31505,2034-05-11 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,WWN-00399,Coastal permit,Katikati,66950,2047-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,WWN-00400,Discharge to land,Maketu,65977,2045-08-11 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,WWN-00400,Discharge to land,Maketu Vermicomposting,RM21-0712,2045-08-11 00:00:00,,No,Active,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,WWN-00401,Discharge to land,Ongare Point,RM17-0362,2053-03-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,WWN-00402,Discharge to land,Te Puke,RM16-0204,2054-04-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,WWN-00403,Discharge to land,Waihi Beach Biosolids,66279,2025-06-30 00:00:00,,Yes,Operating under s124 RMA,,5 - Highly Reliable
ACC-00001161,Western Bay of Plenty District Council,WWN-00403,Discharge to water,Waihi Beach,66950,2047-05-31 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00404,Discharge to land,,RC-00388-01,2036-09-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00404,Discharge to water,,RC-00388-02,2036-09-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00404,Discharge to air,,RC-00388-03,2036-09-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00405,Land-use consent,,RC-2018-0068-01,2034-01-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00405,Discharge to land,,RC-2018-0068-02,2034-01-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00405,Discharge to air,,RC-2018-0068-03,2034-01-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00406,Discharge to land,,RC-00389-01,2036-09-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00406,Discharge to water,,RC-00389-02,2036-09-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00406,Discharge to air,,RC-00389-03,2036-09-21 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00406,Land-use consent,,RC-2015-0146-01,2037-03-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00406,Other (Please identify in the comments section),"Water permit - To divert water, Haast River",RC-2015-0146-02,2037-03-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00407,Coastal permit,Work is underway to design and build a new WWTP along with a new consent.,RC-2015-0141-01,2026-08-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008497,Westland District Council,WWN-00407,Discharge to air,Work is underway to design and build a new WWTP along with a new consent.,RC-2015-0141-02,2026-08-07 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00408,Discharge to water,Discharge effluent from Edgecumbe oxidation ponds into the Omeheu Canal.,20702,2026-10-01 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00408,Discharge to air,Discharge odorous gases from Edgecumbe sewage treatment facility to the air.,62657,2026-09-30 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00409,Discharge to water,Discharge effluent from the Murupara Borough oxidation ponds into the Rangitaiki River.,20778,2026-10-01 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00409,Discharge to air,Discharge odorous gases from Murupara sewage treatment facility to the air.,62656,2026-09-30 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00410,Coastal permit,Occupy space in the common marine and coastal area for a discharge structure associated with the Ohope wastewater treatment plant.,65984-CC.01,2035-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00410,Discharge to water,Discharge of treated effluent from the Ohope waste water treatment plant to the Pacific Ocean.,65984.0.01-DC,2035-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00410,Discharge to air,Authorise and set conditions for the discharge of contaminants (gases and aerosols) to air from the Ōhope Wastewater Treatment Plant,RM21-058-AP,2035-09-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00411,Discharge to water,Discharge waste water from oxidation ponds to be constructed at Taneatua into the natural waters of the Whakatane River.,20049.0.01-DC,2026-10-01 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00411,Discharge to air,Discharge odorous gases from Taneatua sewage treatment facility to the air.,62658,2026-09-30 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00412,Discharge to land,Discharge treated wastewater to land in Te Mahoe.,RM16-0143-DC.01,2051-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00413,Discharge to water,Discharge treated effluent from Whakatāne oxidation ponds into the Bay of Plenty.,20368,2026-10-01 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00008495,Whakatane District Council,WWN-00413,Discharge to air,Discharge odorous gases from Whakatane sewage treatment facility to the air.,62659,2026-10-30 00:00:00,,Yes,Active,"Council has funded and established a reconsenting programme.  The budget will enable monitoring environmental impacts, establishing co-design groups, preparing specialist reports and applications for resource consent, and to have the applications notified, heard and decided.  All 2026 expiring Consents are included in this programme with application for new consents to be submitted within the regulatory timeframes.",5 - Highly Reliable
ACC-00001151,Whanganui District Council,WWN-00234,Discharge to land,,100749,2021-12-01 00:00:00,,Yes,Operating under s124 RMA,Mowhanau - This scheme will be discontinued and WW from this scheme will be pumped to Whanganui,5 - Highly Reliable
ACC-00001151,Whanganui District Council,WWN-00418,Discharge to land,,104939,2026-06-30 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001151,Whanganui District Council,WWN-00418,Coastal permit,,ATH-2002009197.02 (101706/2),2026-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001151,Whanganui District Council,WWN-00418,Coastal,,ATH-2011013300.00 (105288),2026-07-01 00:00:00,,Yes,Active,,5 - Highly Reliable
ACC-00001181,Whangarei District Council,Tutukaka,Discharge to water,,AUT.009980.01.02,2054-10-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,Tutukaka,Discharge to land,,AUT.009980.02.02,2054-10-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,Tutukaka,Discharge to air,,AUT.009980.03.02,2054-10-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,Tutukaka,Discharge to air,,AUT.009980.12.01,2054-10-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00417,,,AUT.007445.01.04,2025-06-30 00:00:00,,Yes,Operating under s124 RMA,"An application has been made to Northland Regional Council, the consent application is currently on hold under s92 of the RMA",
ACC-00001181,Whangarei District Council,WWN-00417,Discharge to land,,AUT.007445.02.03,2025-06-30 00:00:00,,Yes,Operating under s124 RMA,As above comment.,
ACC-00001181,Whangarei District Council,WWN-00417,Discharge to air,,AUT.007445.03.03,2025-06-30 00:00:00,,Yes,Operating under s124 RMA,As above comment.,
ACC-00001181,Whangarei District Council,WWN-00417,Discharge to land,,AUT.045757.01.01,2027-03-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00417,Discharge to land,,AUT.045757.02.01,2027-03-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00417,Discharge to air,,AUT.045757.03.01,2027-03-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00418,Discharge to water,,AUT.002576.01.03,2035-05-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00418,Discharge to land,,AUT.002576.02.02,2035-05-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00418,Discharge to air,,AUT.002576.03.02,2035-05-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00419,Discharge to land,,AUT.012838.01.02,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,"An application has been made to Northland Regional Council, the consent application is currently on hold under s92 of the RMA",
ACC-00001181,Whangarei District Council,WWN-00419,Discharge to water,,AUT.012838.02.02,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,As above comment.,
ACC-00001181,Whangarei District Council,WWN-00419,Discharge to air,,AUT.012838.03.01,2025-05-31 00:00:00,,Yes,Operating under s124 RMA,As above comment.,
ACC-00001181,Whangarei District Council,WWN-00420,Discharge to water,Coastal discharge,AUT.007403.01.03,2054-12-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00420,Discharge to land,,AUT.007403.02.03,2054-12-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00420,Discharge to air,,AUT.007403.03.04,2054-12-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00420,Discharge to land,,AUT.007403.05.02,2054-12-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00421,Discharge to land,,AUT.021532.01.02,2046-05-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00421,Discharge to land,,AUT.021532.02.02,2046-05-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00421,Discharge to air,,AUT.021532.03.01,2046-05-31 00:00:00,,Yes,Active,,
ACC-00001181,Whangarei District Council,WWN-00421,Discharge to land,,AUT.021532.04.01,2046-05-31 00:00:00,,Yes,Active,,
